label	readme_pattern	capability_key	expected_substr	proof_path	enforce	notes
paid-stop-free-passes	while a `:free` id still passes	paid-stop	def test_only_a_free_openrouter_id_passes(self):	work/anthropic-stop/test_anthropic_stop.py	yes	README claim re-pointed 2026-09-24 after jev-lbgk closed on pane 1's non-author check at 8373173 (every paid comparator refuses in code). Proof holds the value, not a re-run.
paid-stop-free-passes-guard	while a `:free` id still passes	paid-stop	which returns for a ':free' id and refuses any other id.	work/anthropic-stop/anthropic_stop.py	yes	README claim re-pointed 2026-09-24 after jev-lbgk closed on pane 1's non-author check at 8373173 (every paid comparator refuses in code). Proof holds the value, not a re-run.
ci-status-line	prints the latest completed CI run on `main`	ci-main-status	  CI main <sha7> <conclusion> <run id> <age>	scripts/ci-main-status.py	yes	README claim registered 2026-09-24 (jev-bfku closed on pane 1's non-author check at 5f7f36e). Proof holds the value, not a re-run.
ci-status-failed-row	for a failure, its failed job and failing row	ci-main-status	For a failure, each failed job follows, with the rows its log names:	scripts/ci-main-status.py	yes	README claim registered 2026-09-24 (jev-bfku closed on pane 1's non-author check at 5f7f36e). Proof holds the value, not a re-run.
ci-status-exits	It exits 0 green, 1 red and 2 (NOT_RUN) when it cannot tell, never green then	ci-main-status	NOT_RUN never prints as green.	scripts/ci-main-status.py	yes	README claim registered 2026-09-24 (jev-bfku closed on pane 1's non-author check at 5f7f36e). Proof holds the value, not a re-run.
ci-status-exit-codes	It exits 0 green, 1 red and 2 (NOT_RUN) when it cannot tell	ci-main-status	Exit 0 green, 1 red, 2 NOT_RUN:	scripts/ci-main-status.py	yes	README claim registered 2026-09-24 (jev-bfku closed on pane 1's non-author check at 5f7f36e). Proof holds the value, not a re-run.
ci-status-why	CI was red for about six hours on 2026-09-24, from 15:19 to 21:10 UTC, and no agent noticed	ci-main-status	registered-suites failed on every push to main from cf70e28 (15:19Z) to ff8316d	scripts/ci-main-status.py	yes	README claim registered 2026-09-24 (jev-bfku closed on pane 1's non-author check at 5f7f36e). Proof holds the value, not a re-run.
ci-status-19-tests	its 19 tests run in CI	ci-main-status	Run: `python3 -m unittest work/ci-main-status/test_ci_main_status.py` (19 tests).	TESTS.md	yes	README claim registered 2026-09-25 (jev-gbdb). The stranger nightly status and mismatch fixtures are covered keylessly; proof holds the value, not a live Jev claim.
ci-status-needs-gh	needs the `gh` CLI logged in (`gh auth login`)	ci-main-status	Exit 0 green, 1 red, 2 NOT_RUN: gh missing, unauthenticated,	scripts/ci-main-status.py	yes	README claim registered 2026-09-24 (stranger run 7 at 91cc2dd: ci-main-status rc 2 "CI main NOT_RUN gh not installed" with no gh on PATH). Proof holds the text, not a re-run.
sync-drift-report	the sync rewrites `docs-mirror/MANIFEST.tsv` and `upstream/MANIFEST.tsv` to record it, so the `git diff` it leaves is the drift report	sync-docs	REPO_MANIFEST="$UP_DIR/MANIFEST.tsv"	scripts/sync-docs.sh	yes	README claim registered 2026-09-24 (jev-i6jp, pane 1 df00aef: the observed MANIFEST columns are kept as the drift alarm; stranger run 7 saw both files rewritten by real upstream drift while --check passed). Proof holds the text, not a re-run.
rerank-tool-2-30	the model passes a query and 2 to 30 passages	rerank-tool	passages: pi.zod.array(pi.zod.string().min(1)).min(2).max(30),	.omp/tools/jev-rerank.ts	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-rubric	scores each passage with Jev's 4-level score rubric	rerank-tool	Uses the Jev 4-level score rubric.	.omp/tools/jev-rerank.ts	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-1	nDCG@10 0.7645, 0.7646 and 0.7692 against BM25's 0.6762	rerank-tool	| tool | 0.7645 | 0.8454 | +0.0883 [+0.0632, +0.1167] | WIN |	docs/demos/upstream-repro/rerank-tool-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-2	nDCG@10 0.7645, 0.7646 and 0.7692 against BM25's 0.6762	rerank-tool	| tool-run2 | 0.7646 | 0.8454 | +0.0884 [+0.0629, +0.1167] | WIN |	docs/demos/upstream-repro/rerank-tool-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-3	nDCG@10 0.7645, 0.7646 and 0.7692 against BM25's 0.6762	rerank-tool	| tool-run3 | 0.7692 | 0.8454 | +0.0930 [+0.0677, +0.1209] | WIN |	docs/demos/upstream-repro/rerank-tool-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-bm25	against BM25's 0.6762, a win on every run (lowest interval bound +0.0629)	rerank-tool	| BM25 order | 0.6762 | 0.8013 | | |	docs/demos/upstream-repro/rerank-tool-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-tie-9	it tied in all 9 pairings	rerank-tool	**(b) tool vs Noul, nDCG@10, the 9 pairings: TIE in all 9.**	docs/demos/upstream-repro/rerank-tool-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-10x	spending 10.7 times the input tokens, 50.6 million per run of 300 queries	rerank-tool	6,000 calls, about 10.7 times fewer.	docs/demos/upstream-repro/rerank-tool-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-50m	spending 10.7 times the input tokens, 50.6 million per run of 300 queries	rerank-tool	50,609,780 input tokens per run	docs/demos/upstream-repro/rerank-tool-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-keep	the rule fixed before any call says to keep the tool's question on a tie	rerank-tool	**Outcome by the fixed rule: KEEP.**	docs/demos/upstream-repro/rerank-tool-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-l3-qid36	In real omp sessions it moved SciFact query 36's relevant abstract	rerank-tool	- It selects **qid 36**	docs/demos/upstream-repro/jev-rerank-l3-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-l3-7to5	from BM25's position 7 to 5	rerank-tool	is at **5** against BM25's **7**.	docs/demos/upstream-repro/jev-rerank-l3-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-l3-refuse	its schema refuses 1 and 31 passages without a throw	rerank-tool	- Both negatives are refused by the tool's zod schema before `execute()`.	docs/demos/upstream-repro/jev-rerank-l3-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
rerank-tool-functions-not-host	the benchmark ran the tool's functions rather than the omp host wrapper around them	rerank-tool	It did not go through	docs/demos/upstream-repro/rerank-tool-scifact-20260924.md	yes	README claim registered 2026-09-24 (jev-k9z.7 and jev-k9z.8 closed on pane 1's non-author checks). Proof holds the value, not a re-run.
floors-vizdoom	a hand-written policy scored 31.1 (kills minus deaths, the setting the authors' code runs)	games	**31.10 ± 0.75** (kills 32.50)	docs/demos/upstream-repro/game-floors-20260924.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run.
floors-vizdoom-2.6	2.6 times the best published LLM's 12	games	it scores 31.1. That is about 2.6× the best symbols-only LLM (12)	docs/demos/upstream-repro/game-floors-20260924.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run.
floors-snake	0.883, 0.602 and 0.508 against at most 0.77, 0.54 and 0.39	games	**.883 / .602 / .508**	docs/demos/upstream-repro/game-floors-20260924.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run.
floors-snake-published	0.883, 0.602 and 0.508 against at most 0.77, 0.54 and 0.39	games	Table 6: Reactive V3 .77/.49/.30, AgileThinker .69/.54/.39	docs/demos/upstream-repro/game-floors-20260924.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run.
floors-miniwob	the floors are 13.1% random and 22.4% scripted	games	| 13.1 ± 1.4 | **22.4 ± 1.7** | 625 × 2 |	docs/demos/upstream-repro/game-floors-20260924.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run. Re-pointed 2026-09-25 when README.md was trimmed under readme-gate's size budget.
floors-miniwob-llm	against 56.6% to 74.9% for published LLM agents	games	OrbyAgent-Claude-3.5-Sonnet 74.9 ± 1.2	docs/demos/upstream-repro/game-floors-20260924.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run. Re-pointed 2026-09-25 when README.md was trimmed under readme-gate's size budget.
floors-miniwob-llm-low	against 56.6% to 74.9% for published LLM agents	games	- GPT-4o-mini: 56.6 ± 2.0.	docs/demos/upstream-repro/game-floors-20260924.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run. Re-pointed 2026-09-25 when README.md was trimmed under readme-gate's size budget.
floors-max-rule	compared with the higher of the scripted floor and the published LLM, never the LLM number alone (R102)	games	the target is `max(scripted floor, published LLM)` per reading or cell, never the published LLM number alone	docs/demos/upstream-repro/game-floors-20260924.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run.
floors-r102	never the LLM number alone (R102)	games	## R102 — REFUTED:	NEGATIVE_EVIDENCE.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run.
floors-lower-bound	each floor is one untuned heuristic, a lower bound	games	These are lower bounds on what no model achieves, not the best no-model policy.	docs/demos/upstream-repro/game-floors-20260924.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.1 closed on pane 1's non-author check at 6a57360; R102). Proof holds the value, not a re-run. Re-pointed 2026-09-25 when README.md was trimmed under readme-gate's size budget.
poke-2000	On 2,000 human Pokémon Showdown turns	games	Pooled over 2,000 rows (500 per Elo band):	docs/demos/upstream-repro/pokejev-stage-a-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run. Re-pointed 2026-09-25 when README.md was trimmed under readme-gate's size budget.
poke-player	0.3365 for the player against 0.30	games	| Player top-1 | **0.3365** (Wilson 95% 0.316–0.358) | ≥ 0.30 | yes |	docs/demos/upstream-repro/pokejev-stage-a-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run.
poke-opponent	0.2235 for the opponent against 0.16	games	| Opponent top-1 | **0.2235** (0.206–0.242) | ≥ 0.16 | yes |	docs/demos/upstream-repro/pokejev-stage-a-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run.
poke-floor-top1	a no-model usage-frequency floor cleared them too, 0.3495 and 0.1865	games	| Usage frequency (0) | **0.3495** | **1.735** | 0.1865 | **2.541** |	docs/demos/upstream-repro/pokejev-stage-a-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run. Re-pointed 2026-09-25 when README.md was trimmed under readme-gate's size budget.
poke-logloss-player	1.735 against 2.046	games	| Player log-loss | **2.046** | < 1.735 (usage floor) | **no** |	docs/demos/upstream-repro/pokejev-stage-a-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run. Re-pointed 2026-09-25 when README.md was trimmed under readme-gate's size budget.
poke-logloss-opp	2.541 against 3.900	games	| Opponent log-loss | **3.900** | < 2.541 (usage floor) | **no** |	docs/demos/upstream-repro/pokejev-stage-a-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run. Re-pointed 2026-09-25 when README.md was trimmed under readme-gate's size budget.
poke-zero-mass	it put exactly 0.00 on the true opponent move in 232 of 1,958 rows	games	puts exactly 0.00 on the true action in 44/2000 player and 232/1958 opponent rows	.beads/issues.jsonl	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run.
poke-floor-001	flooring every probability at 0.01 still leaves it worse than the floor	games	worse than the usage floor at every floor. So the log-loss FAIL is overconfidence, not a rounding	.beads/issues.jsonl	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run.
poke-one-run	One run each at `jev-1.13.0`	games	- One run. Jev's run-to-run stability on this task was not measured here.	docs/demos/upstream-repro/pokejev-stage-a-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run. Re-pointed 2026-09-25 when README.md was trimmed under readme-gate's size budget.
poke-r103	need the vendored pokechamp clone ([Stage A]	games	## R103 — REFUTED:	NEGATIVE_EVIDENCE.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3 Stage A, FAIL held on pane 1's non-author check at d5da3f3; R103; the bead stays open for Stage B). Proof holds the value, not a re-run.
miniwob-jev-49	succeeded on 49.0% (Wilson 95% 45.1% to 52.9%)	miniwob-jev	Jev succeeds on 49.0% of episodes (Wilson 95% 45.1–52.9)	docs/demos/upstream-repro/miniwob-jev-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
miniwob-jev-floor	against the scripted floor's 22.4%	miniwob-jev	the scripted floor succeeds on 22.4%	docs/demos/upstream-repro/miniwob-jev-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
miniwob-jev-mcnemar	winning 172 episodes the floor lost against 6 the other way (McNemar p = 2.2e-43)	miniwob-jev	172 Jev-only against 6 scripted-only, two-sided p = 2.2e-43	docs/demos/upstream-repro/miniwob-jev-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
miniwob-jev-cost	for $0.32 in all	miniwob-jev	$0.319	docs/demos/upstream-repro/miniwob-jev-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
miniwob-jev-lose	It still loses to four published LLM agents (63.8% to 74.9%)	miniwob-jev	| 63.8 ± 1.9 |	docs/demos/upstream-repro/miniwob-jev-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
miniwob-jev-lose-top	(63.8% to 74.9%)	miniwob-jev	| 74.9 ± 1.2 |	docs/demos/upstream-repro/miniwob-jev-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
miniwob-jev-tie	and ties a fifth (56.6%)	miniwob-jev	| 56.6 ± 2.0 |	docs/demos/upstream-repro/miniwob-jev-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
miniwob-jev-none	by answering `none`, on 509 of 2,808 steps	miniwob-jev	`none` 509 times	docs/demos/upstream-repro/miniwob-jev-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
miniwob-jev-steps	on 509 of 2,808 steps	miniwob-jev	2,808 in total (one per step)	docs/demos/upstream-repro/miniwob-jev-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
bestofn-jev	a Jev Choice scored 0.4826 mean reward	bestofn	Jev **0.4825593990**	docs/demos/upstream-repro/osworld-bestofn-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.2, R104; ReadmeStrangerRun). Proof holds the text, not a re-run.
bestofn-best-single	against the best single run's 0.4626 (p = 0.59)	bestofn	best single **0.4625750296	docs/demos/upstream-repro/osworld-bestofn-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.2, R104; ReadmeStrangerRun). Proof holds the text, not a re-run.
bestofn-p	(p = 0.59)	bestofn	exact p=0.5856467947	docs/demos/upstream-repro/osworld-bestofn-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.2, R104; ReadmeStrangerRun). Proof holds the text, not a re-run.
bestofn-gap	9% of the possible gain against a 30% bar	bestofn	gap closed **9.4085%**	docs/demos/upstream-repro/osworld-bestofn-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.2, R104; ReadmeStrangerRun). Proof holds the text, not a re-run.
bestofn-bar	against a 30% bar	bestofn	>=30% of the mean-reward gap	docs/demos/upstream-repro/osworld-bestofn-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.2, R104; ReadmeStrangerRun). Proof holds the text, not a re-run.
bestofn-regex	a regex picking the run that claims success got 0.4846	bestofn	| claims-success regex floor | 0.4846237518	docs/demos/upstream-repro/osworld-bestofn-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.2, R104; ReadmeStrangerRun). Proof holds the text, not a re-run.
bestofn-r104	R104	bestofn	## R104 — REFUTED: Jev Best-of-N selection	NEGATIVE_EVIDENCE.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.2; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeb-wins	won 112 of 200 against the Abyssal bot (56.0%, Wilson 95% 49.1% to 62.7%)	pokejev-b	| PokéJev vs Abyssal | 200 | 112 | 0.560 | 0.4907–0.6270 |	docs/demos/upstream-repro/pokejev-stage-b-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeb-kill	under the preregistered 70% kill line	pokejev-b	win rate below 70%	docs/demos/upstream-repro/pokejev-stage-b-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeb-published	PokéChamp-GPT-4o's published 84%	pokejev-b	like-for-like with PokéChamp's published 84%	docs/demos/upstream-repro/pokejev-stage-b-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeb-time	losing none on time	pokejev-b	with zero PokéJev losses on time	docs/demos/upstream-repro/pokejev-stage-b-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeb-control	the same search without Jev won 79 (39.5%)	pokejev-b	| Zero-call control vs Abyssal | 200 | 79 | 0.395 |	docs/demos/upstream-repro/pokejev-stage-b-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeb-lift	so Jev adds 16.5 points (p = 0.001)	pokejev-b	two-sided `p=0.001`	docs/demos/upstream-repro/pokejev-stage-b-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeb-lift-pts	Jev adds 16.5 points	pokejev-b	by **16.5 percentage points**	docs/demos/upstream-repro/pokejev-stage-b-results-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeb-slots	Jev in PokéChamp's three LLM slots	pokejev-b	placed in PokéChamp's three LLM slots	docs/demos/upstream-repro/pokejev-stage-b-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeb-r105	R105)	pokejev-b	## R105 — REFUTED:	NEGATIVE_EVIDENCE.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.3; ReadmeStrangerRun). Proof holds the text, not a re-run.
omp-judge-four	All four fleet profiles answer omp's `find` tool and eval `judge()` with Jev	omp-judge	all 4 profiles with every provider key removed from env	.beads/issues.jsonl	yes	README claim registered 2026-09-25 (jev-m1e9; ReadmeStrangerRun). Proof holds the text, not a re-run.
omp-judge-nofallback	no fallback model	omp-judge	(no fallback, so a missing key fails loudly	.beads/issues.jsonl	yes	README claim registered 2026-09-25 (jev-m1e9; ReadmeStrangerRun). Proof holds the text, not a re-run.
fleet-line-reading	(416 calls, $0.08 and 1 failure on 2026-09-25)	fleet-line	Jev judge 24h: 416 calls, $0.0758, 1 failures	.beads/issues.jsonl	yes	README claim registered 2026-09-25 (jev-xpk1; ReadmeStrangerRun). Proof holds the text, not a re-run.
fleet-line-cmd	python3 work/omp-jev-review/surface-census.py --fleet-line	fleet-line	if "--fleet-line" in argv:	work/omp-jev-review/surface-census.py	yes	README claim registered 2026-09-25 (jev-xpk1; ReadmeStrangerRun). Proof holds the text, not a re-run.
kit-guard-gate-edit	unless the session was launched with `KIT_GATE_EDIT=1`	kit-guard	const allowGateEdit = process.env.KIT_GATE_EDIT === "1";	.omp/extensions/kit-guard/index.ts	yes	README claim registered 2026-09-25 (jev-5b8d; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeblend-alphas	(0.40 Jev for the player, 0.25 for the opponent)	pokejev-blend	**Frozen alphas:** player `0.40`, opponent `0.25`, fit on the 1,000-row dev side only.	work/loss-depth/pokejev-components/heldout-v1.md	yes	README claim registered 2026-09-25 (jev-9gtw.1; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeblend-top1-player	top-1 (0.415 vs 0.345	pokejev-blend	| 0.3450 | 0.4150 [0.3850, 0.4470] |	work/loss-depth/pokejev-components/heldout-v1.md	yes	README claim registered 2026-09-25 (jev-9gtw.1; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeblend-top1-opp	0.246 vs 0.177)	pokejev-blend	| 0.1770 | 0.2460 [0.2190, 0.2730] |	work/loss-depth/pokejev-components/heldout-v1.md	yes	README claim registered 2026-09-25 (jev-9gtw.1; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeblend-ll-player	log-loss (1.606 vs 1.746	pokejev-blend	| 1.7455 | 1.6061 [1.5512, 1.6641] |	work/loss-depth/pokejev-components/heldout-v1.md	yes	README claim registered 2026-09-25 (jev-9gtw.1; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeblend-ll-opp	2.739 vs 2.848)	pokejev-blend	| 2.8478 | 2.7385 [2.6192, 2.8643] |	work/loss-depth/pokejev-components/heldout-v1.md	yes	README claim registered 2026-09-25 (jev-9gtw.1; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeblend-ci	every paired interval excluding zero	pokejev-blend	| -0.1092 [-0.1447, -0.0782] |	work/loss-depth/pokejev-components/heldout-v1.md	yes	README claim registered 2026-09-25 (jev-9gtw.1; ReadmeStrangerRun). Proof holds the text, not a re-run.
pokeblend-n	on 1,000 held-out turns per side	pokejev-blend	| player (`alpha=0.40`) | 1000 |	work/loss-depth/pokejev-components/heldout-v1.md	yes	README claim registered 2026-09-25 (jev-9gtw.1; ReadmeStrangerRun). Proof holds the text, not a re-run.
compact-autopsy-omitted	Jev had only ever seen `ok, N chars (omitted)` in place of each output	compaction	Every call reached it as `ok, N chars (omitted)`.	docs/demos/upstream-repro/loss-depth-compaction-20260925.md	yes	README claim registered 2026-09-25 (jev-9gtw.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
compact-autopsy-premise	under a state saying anything can be re-run	compaction	can always re-run a tool or re-read a file.	docs/demos/upstream-repro/loss-depth-compaction-20260925.md	yes	README claim registered 2026-09-25 (jev-9gtw.5; ReadmeStrangerRun). Proof holds the text, not a re-run.
compact-replay-c	AUC 0.524 to 0.537 over 3 repeats	compaction	spans 0.524–0.537	docs/demos/upstream-repro/compaction-replay-20260925.md	yes	README claim registered 2026-09-25 (jev-9gtw.6; ReadmeStrangerRun). Proof holds the text, not a re-run.
compact-replay-a0	against 0.650 to 0.661 for the original	compaction	| A0 | 3 | 0.650 |	docs/demos/upstream-repro/compaction-replay-20260925.md	yes	README claim registered 2026-09-25 (jev-9gtw.6; ReadmeStrangerRun). Proof holds the text, not a re-run.
compact-size-upstream	output size, 0.847 on upstream's proxy labels, is 0.510 on ours	compaction	Upstream's output-size AUC of 0.847 does not carry over to our blind labels	docs/demos/upstream-repro/compaction-replay-20260925.md	yes	README claim registered 2026-09-25 (jev-9gtw.8; ReadmeStrangerRun). Proof holds the text, not a re-run.
compact-size-ours	is 0.510 on ours	compaction	| `result_chars` (upstream's "keep the largest outputs") | 0.510 |	docs/demos/upstream-repro/compaction-replay-20260925.md	yes	README claim registered 2026-09-25 (jev-9gtw.8; ReadmeStrangerRun). Proof holds the text, not a re-run.
compact-upstream-52	posted on upstream issue #52	compaction	#52 rather than a new issue	docs/demos/upstream-repro/compaction-replay-20260925.md	yes	README claim registered 2026-09-25 (jev-9gtw.8; ReadmeStrangerRun). Proof holds the text, not a re-run.
axprune-success	kept success equal to the full page (14 of 50 held-out tasks)	ax-prune	| jev | 14/50 | 0.28 |	docs/demos/upstream-repro/miniwob-ax-prune-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.6; ReadmeStrangerRun). Proof holds the text, not a re-run.
axprune-cut	cut planner tokens by only 25.9% against a 40% bar	ax-prune	but it cut mean planner input tokens by only 25.9%. The bar required 40%.	docs/demos/upstream-repro/miniwob-ax-prune-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.6; ReadmeStrangerRun). Proof holds the text, not a re-run.
axprune-request	its own request (about 6,800 tokens)	ax-prune	averaged 6,820 input tokens	docs/demos/upstream-repro/miniwob-ax-prune-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.6; ReadmeStrangerRun). Proof holds the text, not a re-run.
axprune-page	cost more than the page it pruned (about 1,900)	ax-prune	| full | 14/50 | 0.28 | 1944.70 |	docs/demos/upstream-repro/miniwob-ax-prune-20260925.md	yes	README claim registered 2026-09-25 (jev-jy7t.1.6; ReadmeStrangerRun). Proof holds the text, not a re-run.
loss-depth-rule	so each is autopsied before it closes (AGENTS.md, LOSS DEPTH)	loss-depth	### LOSS DEPTH — a loss after one design is a result about the design	AGENTS.md	yes	README claim registered 2026-09-25 (jev-9gtw; ReadmeStrangerRun). Proof holds the text, not a re-run.
